pathway,pval,padj,log2err,ES,NES,size,leadingEdge
BIOCARTA_EICOSANOID_PATHWAY,0.005673019927697189,0.0286590885683246,0.40701791892395395,0.6261817584639763,1.7846948507608869,22,
BIOCARTA_EIF4_PATHWAY,0.7786116322701688,1,0.05423159354958409,0.26680132134380424,0.7838834428980479,24,
BIOCARTA_EIF_PATHWAY,0.8212058212058212,1,0.05652995250563114,-0.2719439379312811,-0.7433025182705078,16,
BIOCARTA_EPO_PATHWAY,0.1965648854961832,0.3968130631936632,0.13500203382863138,0.4507242514381259,1.2314118282827613,19,
BIOCARTA_ERAD_PATHWAY,0.9255725190839694,1,0.04706995900826619,0.24011299435028244,0.6560063729074037,19,
BIOCARTA_ERK_PATHWAY,0.06569111336241588,0.17690894649032599,0.2878051305355643,0.4963121596520334,1.4834417170906027,26,
BIOCARTA_ETS_PATHWAY,0.2978723404255319,0.5434380776340111,0.10714023727672473,0.4241986149386253,1.1251271941900514,17,
BIOCARTA_FAS_PATHWAY,0.00463799903955833,0.024479706160663486,0.40701791892395395,0.5574976125362096,1.7301210186297538,30,
BIOCARTA_FCER1_PATHWAY,0.01213483709774205,0.051182994484070425,0.3807304007227924,0.5188472539163409,1.7036460681316838,38,
BIOCARTA_FMLP_PATHWAY,0.04623854025214903,0.14020718657103254,0.3217759180753611,0.4671412215275942,1.4766120495298443,34,
BIOCARTA_G1_PATHWAY,0.012016891242352959,0.050795167692515505,0.3807304007227924,0.5505201451165025,1.6764635166025565,28,
BIOCARTA_G2_PATHWAY,0.09193245778611632,0.22508124132950724,0.20207170902115992,0.4656993389281949,1.3682615937421245,24,
BIOCARTA_GCR_PATHWAY,0.15667311411992263,0.3387434033655283,0.15419096658142434,0.48668990964840986,1.2908765686624226,17,
BIOCARTA_GH_PATHWAY,0.06994328922495274,0.18557533995975364,0.2343926472946861,0.47172019698853357,1.4099380911755193,26,
BIOCARTA_GLEEVEC_PATHWAY,0.13533834586466165,0.30358851674641146,0.16440575583821013,0.4509683246994669,1.308279296101685,23,
BIOCARTA_GPCR_PATHWAY,0.7287822878228782,0.9790649350649351,0.05652995250563114,0.27048994151228206,0.8310446782870381,29,
BIOCARTA_GSK3_PATHWAY,0.03256105351436287,0.10784483160629581,0.3217759180753611,0.5640364521048873,1.5767961800766166,20,
BIOCARTA_HCMV_PATHWAY,0.0851063829787234,0.21285513361462727,0.21392785549235627,0.5244613852760505,1.3910600980204662,17,
BIOCARTA_HDAC_PATHWAY,0.9717514124293786,1,0.04424074234773751,0.203998039492619,0.6055493854345732,25,
BIOCARTA_HER2_PATHWAY,0.046992481203007516,0.14096127437517164,0.2878571172551493,0.5212674380765534,1.5122201707226204,23,
BIOCARTA_HIF_PATHWAY,0.1724137931034483,0.3619937161509591,0.1455161460903603,0.49854983241437456,1.275721922015842,15,
BIOCARTA_HIVNEF_PATHWAY,1.7425787177699186e-4,0.0017028962321177323,0.5188480777437918,0.5492122811463975,1.94024296832567,56,
BIOCARTA_IGF1MTOR_PATHWAY,0.6068702290076335,0.878948760728869,0.0668966276500666,0.32770063471018784,0.8953022528304975,19,
BIOCARTA_IGF1R_PATHWAY,0.976878612716763,1,0.04504427671527945,0.19152678974120108,0.5458748531294833,22,
BIOCARTA_IGF1_PATHWAY,0.18234165067178504,0.3765088058850457,0.14122511964253093,0.44477313002378804,1.249440752025253,21,
BIOCARTA_IL12_PATHWAY,0.04332999525415941,0.133437458083792,0.3217759180753611,0.5868004571748313,1.5564057228854489,17,
BIOCARTA_IL1R_PATHWAY,0.0010800962842692269,0.007252075051521952,0.45505986738722953,0.596398244021029,1.8508440471350733,30,
BIOCARTA_IL2RB_PATHWAY,0.0014174785091503694,0.009144126068832775,0.45505986738722953,0.5652913951788412,1.8341510285182736,36,
BIOCARTA_IL2_PATHWAY,0.07909604519774012,0.20303718234114304,0.21925034670375515,0.5079964601457194,1.4201331755438735,20,
BIOCARTA_IL6_PATHWAY,0.03203175881764933,0.10700159648233983,0.3217759180753611,0.5361808430444952,1.5062200266441865,21,
BIOCARTA_IL7_PATHWAY,0.013358477341489821,0.054936738066876885,0.3807304007227924,0.6430739717536856,1.6723795647533726,16,
BIOCARTA_INFLAM_PATHWAY,2.2434205903037975e-4,0.002099368041878129,0.5188480777437918,0.7075311590581236,1.9875711992934475,21,
BIOCARTA_INSULIN_PATHWAY,0.15355086372360843,0.3338209306061708,0.1552419662288392,0.4572482188245077,1.2844853248210948,21,
BIOCARTA_INTEGRIN_PATHWAY,0.9007633587786259,1,0.04831175810550189,0.22900570059465092,0.715336901559389,33,
BIOCARTA_INTRINSIC_PATHWAY,0.01228763322602404,0.05142607749807066,0.3807304007227924,0.6104050958546875,1.6676716477562792,19,
BIOCARTA_KERATINOCYTE_PATHWAY,0.029858054148672836,0.10214869824866582,0.35248785758361917,0.44280088602807216,1.5174652582477668,46,
BIOCARTA_LAIR_PATHWAY,2.896825850178125e-4,0.0025302363841821322,0.49849310876659025,0.7572624066819809,1.9693382561220791,16,
BIOCARTA_LIS1_PATHWAY,0.058577405857740586,0.16401673640167364,0.27128855468895297,-0.5093323368465409,-1.471441147865251,19,
BIOCARTA_MAL_PATHWAY,0.7907949790794979,1,0.05859375689456714,-0.26432699508894764,-0.7636303233239237,19,
BIOCARTA_MAPK_PATHWAY,0.36363636363636365,0.623647421214754,0.09026354843400684,0.2765788958172583,1.0378163618294673,81,
BIOCARTA_MCALPAIN_PATHWAY,0.16283524904214558,0.34900844908707424,0.15016980212840597,0.5028599907633711,1.286751037132672,15,
BIOCARTA_MCM_PATHWAY,0.45977011494252873,0.731924360400445,0.08130273453844984,0.3735181127781507,1.0037268478626697,18,
BIOCARTA_MEF2D_PATHWAY,0.7176015473887815,0.9745780387414955,0.05947602869573201,0.3089464545461357,0.8194370403796593,17,
BIOCARTA_MET_PATHWAY,0.0648854961832061,0.17497810036290828,0.24504178543099617,0.45045832336411057,1.4070805245467621,33,
BIOCARTA_MITOCHONDRIA_PATHWAY,0.025838650508075982,0.09140769910921503,0.35248785758361917,0.5807172840487411,1.5865623608762642,19,
BIOCARTA_MPR_PATHWAY,0.655367231638418,0.9173378003994587,0.06252374147247618,0.3078574827316755,0.8606332107929779,20,
BIOCARTA_MTA3_PATHWAY,0.17988394584139264,0.37377990430622005,0.1429011493869481,0.475538992377157,1.2613003281462547,17,
BIOCARTA_MTOR_PATHWAY,0.9616122840690979,1,0.04558782025712307,0.21391789443570308,0.6009304898457076,21,
BIOCARTA_NDKDYNAMIN_PATHWAY,0.1463917525773196,0.3218010240396758,0.16565669520548273,-0.4690404732982929,-1.3084486937360738,17,
BIOCARTA_NFAT_PATHWAY,0.001430986532701766,0.009201196793333179,0.45505986738722953,0.5307790932490435,1.8241998953193879,47,
BIOCARTA_NFKB_PATHWAY,0.0029885730082292008,0.01705041363654463,0.4317076958033464,0.6299825875559737,1.76972452881012,21,
BIOCARTA_NGF_PATHWAY,0.08015267175572519,0.20468483058965267,0.21925034670375515,0.5067548067257287,1.3844914291834396,19,
BIOCARTA_NKCELLS_PATHWAY,0.0070792125642516,0.03351166810991045,0.40701791892395395,0.6398481180197759,1.7887320306297854,20,
BIOCARTA_NKT_PATHWAY,1.8424781707383672e-4,0.001783301132056677,0.5188480777437918,0.7365885594478339,2.012414157409364,19,
BIOCARTA_NO1_PATHWAY,0.4226415094339623,0.6900697598202163,0.08504274637643215,0.3381617737837723,1.0180339412721469,27,
BIOCARTA_NOS1_PATHWAY,0.0647987373115118,0.17497810036290828,0.2878051305355643,-0.5125839632366215,-1.486896383426183,20,
BIOCARTA_NTHI_PATHWAY,0.0027160609974370776,0.015631208189331752,0.4317076958033464,0.6480111124442515,1.84691118829777,22,
BIOCARTA_NUCLEARRS_PATHWAY,0.4582560296846011,0.7304764950431724,0.07977059186284526,0.3227315320853969,1.0015551537438414,30,
BIOCARTA_P38MAPK_PATHWAY,0.045207956600361664,0.13796362896845077,0.2878571172551493,0.4586924706581445,1.4882789195208928,36,
BIOCARTA_P53HYPOXIA_PATHWAY,0.006290997795791603,0.030814961907922146,0.40701791892395395,0.608922367472968,1.7105629126016035,21,
BIOCARTA_P53_PATHWAY,0.05182341650671785,0.15020702466978383,0.27650059925447157,0.5724645790457038,1.4887526250368563,16,
BIOCARTA_PAR1_PATHWAY,0.24045801526717558,0.4626355966251507,0.12043337164225933,0.4333538387532648,1.1839545823634627,19,
BIOCARTA_PDGF_PATHWAY,0.15867158671586715,0.3415678431593476,0.14920754243532175,0.4146976812693022,1.2628521212798398,28,
BIOCARTA_PDZS_PATHWAY,0.061855670103092786,0.16989264930358125,0.2616635217115731,-0.5266659558524154,-1.4692023848698894,17,
BIOCARTA_PGC1A_PATHWAY,0.8229166666666666,1,0.05652995250563114,-0.2766382075554557,-0.7396117012979417,15,
BIOCARTA_PITX2_PATHWAY,0.0710172744721689,0.18716702244066946,0.2343926472946861,0.5474414460955622,1.4236774112511046,16,
BIOCARTA_PML_PATHWAY,0.016639225236912913,0.06529986206295446,0.35248785758361917,0.634592681085168,1.6831678783915902,17,
BIOCARTA_PPARA_PATHWAY,0.024015892221749147,0.0866679547453982,0.35248785758361917,0.4357779940566454,1.51493833420624,49,
BIOCARTA_PROTEASOME_PATHWAY,0.8015267175572519,1,0.053676960063812645,0.2816493665458554,0.7694867988272086,19,
BIOCARTA_PTDINS_PATHWAY,0.9887218045112782,1,0.04336369878832656,0.18478017001699312,0.5360555443100884,23,
BIOCARTA_PTEN_PATHWAY,0.10727969348659004,0.252407765128163,0.1882041463084906,0.5055938891160261,1.3586440476648884,18,
BIOCARTA_PYK2_PATHWAY,0.9427966101694916,1,0.05101141320391501,-0.20857152781389182,-0.6523145507257283,27,
BIOCARTA_RAC1_PATHWAY,0.6252354048964218,0.8911297395419038,0.06479433660007268,0.3152656488788731,0.8813431632059504,20,
BIOCARTA_RACCYCD_PATHWAY,0.13988657844990549,0.3113146627509734,0.1619789488834018,0.42975352749920565,1.2845027033110152,26,
BIOCARTA_RAS_PATHWAY,0.302504816955684,0.5498568219802211,0.10592029273625286,0.397527026967834,1.1330008076378553,22,
BIOCARTA_RELA_PATHWAY,0.04867527252998176,0.14383980235656285,0.3217759180753611,0.5879451253780602,1.5044724451210507,15,
BIOCARTA_RHO_PATHWAY,0.2975517890772128,0.543355440923606,0.10552093684319848,0.40342931601492094,1.1278097400431073,20,
BIOCARTA_SHH_PATHWAY,0.04637114517564615,0.14039362051645016,0.3217759180753611,0.5949875229757959,1.5224929927471023,15,
BIOCARTA_SPPA_PATHWAY,0.19385796545105566,0.3936992014407242,0.13649043778041264,0.4764427621810717,1.239038079979185,16,
BIOCARTA_SPRY_PATHWAY,0.4779270633397313,0.7523349465969933,0.07934349601349727,0.3840881397578682,0.9988604487342395,16,
BIOCARTA_STATHMIN_PATHWAY,0.4961832061068702,0.7688113413304253,0.07707367349441024,0.3594386518545699,0.98201285159045415,19,
BIOCARTA_STRESS_PATHWAY,0.06191369606003752,0.16989264930358125,0.24891111443470243,0.496296174371158,1.4581575229976935,24,
BIOCARTA_TCR_PATHWAY,0.012849861577376854,0.05317741457807529,0.3807304007227924,0.4805607446681999,1.6271715543899836,44,
BIOCARTA_TEL_PATHWAY,0.08704061895551257,0.21558115661001484,0.2114001893849227,0.523203806812815,1.3877245479314622,17,
BIOCARTA_TFF_PATHWAY,0.03369358383422304,0.11031641456492988,0.3217759180753611,0.5617001980909742,1.5702650482834857,20,
BIOCARTA_TGFB_PATHWAY,0.04160349477532429,0.12872303869355822,0.3217759180753611,0.5607269622950166,1.5319473305552391,19,
BIOCARTA_TH1TH2_PATHWAY,2.4612218747209887e-4,0.002259745107301968,0.49849310876659025,0.7591116903631561,1.974147507271516,16,
BIOCARTA_TID_PATHWAY,0.0013962799863661108,0.009144126068832775,0.45505986738722953,0.6928785054915074,1.8619197690202878,18,
BIOCARTA_TNFR1_PATHWAY,0.2785977859778598,0.5188226693587691,0.10839425585339667,0.3731322986702899,1.1463997861557227,29,
BIOCARTA_TNFR2_PATHWAY,0.007643695559215158,0.03558645055162906,0.40701791892395395,0.6645964128045828,1.7283508715984832,16,
BIOCARTA_TOB1_PATHWAY,2.2823799236329792e-5,3.465706130193462e-4,0.5756102610711286,0.8033311692050799,2.089144779789961,16,
BIOCARTA_TOLL_PATHWAY,0.005754051721919287,0.028975760456807838,0.40701791892395395,0.5926391775860207,1.759194797480641,25,
BIOCARTA_TPO_PATHWAY,0.7223264540337712,0.9766249453853865,0.05773085492998127,0.27744136506796213,0.8151447352524844,24,
BIOCARTA_VDR_PATHWAY,0.8123827392120075,1,0.052269331749930564,0.25826535813761153,0.7588041059861478,24,
BIOCARTA_VEGF_PATHWAY,0.05701795479323521,0.16125135066167093,0.3217759180753611,0.4905231222405143,1.4767168442253822,27,
BIOCARTA_VIP_PATHWAY,0.3295668549905838,0.583990100315451,0.09923333437711905,0.3734164375672284,1.108452291220104,25,
BIOCARTA_WNT_PATHWAY,0.6191369606003753,0.8862772735497758,0.06508775669173134,0.2984437925471718,0.876851532950103,24,
KEGG_ABC_TRANSPORTERS,0.7248201438848921,0.9783541376083617,0.05559470977588687,0.2487114714623681,0.8363904266474049,43,
KEGG_ACUTE_MYELOID_LEUKEMIA,0.1443478260869565,0.3187277502188503,0.15214492236756472,0.35304861762393874,1.2526265595607007,57,
KEGG_ADHERENS_JUNCTION,0.002808329607379985,0.016115240247000263,0.4317076958033464,0.4687724110702192,1.7179856588345803,68,
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.007404347300503271,0.034635501353538996,0.40701791892395395,0.45220455173799756,1.6358399085620108,64,
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.8978260869565218,1,0.054455595394037055,-0.23029395562501415,-0.7241849583671292,28,
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,0.04727272727272727,0.14096127437517164,0.28201335001172506,0.4443789848826897,1.4624630555151428,39,
KEGG_ALLOGRAFT_REJECTION,5.490971636399199e-7,1.3720478493989898e-5,0.6594443980379349,0.7371617821424956,2.2807213993075837,31,
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,0.6008316008316008,0.8733737702809867,0.07165273668294567,-0.33218546584636705,-0.9079602773085548,16,
KEGG_ALZHEIMERS_DISEASE,0.8592592592592593,1,0.06252374147247618,-0.19691345537324276,-0.8491023028676894,148,
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.8095238095238095,1,0.05700595265823873,-0.2581268104280657,-0.7733869944010532,22,
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.7455197132616488,0.9880937854092217,0.054120056962023176,0.24754284143719477,0.8250338709948811,41,
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.9791304347826087,1,0.04024775650688684,0.18739225805188614,0.6582709301060716,53,
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,3.5413313092000196e-7,9.845898597691323e-6,0.674962860011025,0.6177610396648635,2.2560318156091252,67,
KEGG_APOPTOSIS,3.702556270924051e-5,5.220604342002911e-4,0.557332238758646,0.5167567098822827,1.9531669432592016,84,
KEGG_ARACHIDONIC_ACID_METABOLISM,0.6878306878306878,0.9472044039832004,0.05712585100181134,0.2519412746204278,0.8764896334464246,50,
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.48771929824561405,0.7622786181606035,0.07362127410143941,0.2778719915375818,0.9709056951657467,51,
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.038570539917593905,0.12221227254788182,0.3217759180753611,0.38110971167070967,1.415985333617906,74,
KEGG_ASTHMA,3.3459229696819945e-8,1.3479289677861749e-6,0.7195128263389107,0.8188100901744307,2.3754047229996678,23,
KEGG_AUTOIMMUNE_THYROID_DISEASE,1.883882948528172e-5,2.9514166193608023e-4,0.5756102610711286,0.6541695986134797,2.1528895437437034,39,
KEGG_AXON_GUIDANCE,0.935042735042735,1,0.04157178992464793,0.19120188854474446,0.770204552481534,128,
KEGG_BASAL_CELL_CARCINOMA,0.0014024500816915086,0.009144126068832775,0.45505986738722953,0.4954379716564985,1.7471180601618166,54,
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.45849056603773586,0.7304764950431724,0.08063884959506612,0.32250563445784,1.0072037140048142,32,
KEGG_BASE_EXCISION_REPAIR,0.9792452830188679,1,0.04397592780263451,0.1782404922900791,0.563410049254485,34,
KEGG_BETA_ALANINE_METABOLISM,0.7745664739884393,1,0.055710422676667086,0.2750051126204788,0.7837983170104141,22,
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.861995753715499,1,0.05524956631252492,-0.24977029957966412,-0.7245301877710861,20,
KEGG_BLADDER_CANCER,0.013466142928671217,0.0552643786719272,0.3807304007227924,0.4971999254551219,1.6362981754750474,39,
KEGG_BUTANOATE_METABOLISM,0.7516198704103672,0.9888633337368358,0.06252374147247618,-0.26078546408945735,-0.8381980318967992,30,
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,2.7245050524459256e-6,5.6022635140919344e-5,0.6272567397185284,0.5701887457950945,2.1216756779739674,75,
KEGG_CALCIUM_SIGNALING_PATHWAY,0.19487179487179487,0.3949455062391407,0.1596467019199062,-0.25419128811710723,-1.1144044917479772,172,
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.5731414868105515,0.8448410123296561,0.0815265143256594,-0.24480942282659085,-0.9342546811133705,73,
KEGG_CELL_ADHESION_MOLECULES_CAMS,4.853556049325238e-7,1.2774559521824026e-5,0.6594443980379349,0.5181891563389732,2.0644258825897066,119,
KEGG_CELL_CYCLE,0.0014122844792744825,0.009144126068832775,0.45505986738722953,0.41440578938996375,1.6613366229845903,124,
KEGG_CHEMOKINE_SIGNALING_PATHWAY,1.8840469692727879e-10,1.549628632226868e-8,0.826657301178302,0.5296394105143346,2.1989429033958525,163,
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.0054761373840004415,0.02778893366585314,0.40701791892395395,0.4455314514907665,1.6579021598756043,73,
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.9797047970479705,1,0.042931109345258275,0.18749635245099025,0.5760578194940056,29,
KEGG_COLORECTAL_CANCER,0.040740686051534594,0.1268487606714973,0.3217759180753611,0.4002084586208625,1.439393350707494,62,
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,1.738870695867593e-10,1.492404675496795e-8,0.826657301178302,0.6984990455421933,2.4976778391888854,60,
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.20754716981132076,0.41341888315595077,0.13010563075112855,0.37959839756632746,1.199893184325951,34,
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,5.572401102165795e-26,3.6666399252250934e-23,1.3188887960758697,0.6578620099525163,2.7874976182845987,198,
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,0.006998884686030049,0.03337149364788241,0.40701791892395395,0.48641807746104715,1.666940055499382,46,
KEGG_DILATED_CARDIOMYOPATHY,0.3050259965337955,0.5509947741405244,0.09889030075206362,0.28173132412841206,1.0720398096180672,88,
KEGG_DNA_REPLICATION,0.593128390596745,0.8647233700428174,0.06538341954687732,0.28274627766720517,0.9174018575480853,36,
KEGG_DORSO_VENTRAL_AXIS_FORMATION,0.5601503759398496,0.8343304609940696,0.07011321576425601,0.3183726662973977,0.923613355858535,23,
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.03488260611913315,0.11281015205851518,0.3217759180753611,0.45553520001540415,1.5319167952067856,43,
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.1285444234404537,0.2933487767300065,0.16957064440562838,0.41425063296396786,1.2816593401406182,31,
KEGG_ECM_RECEPTOR_INTERACTION,2.8116422647172525e-4,0.0025000819056539892,0.49849310876659025,0.4891269170262289,1.8338338421454288,80,
KEGG_ENDOCYTOSIS,0.04715447154471545,0.14096127437517164,0.26635065708852557,0.31117677151156953,1.3071189911411019,177,
KEGG_ENDOMETRIAL_CANCER,0.09482758620689655,0.23024557831785214,0.19002330527910832,0.37269482828866896,1.3111872346045856,52,
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.05272407732864675,0.15215983720284895,0.2616635217115731,0.3835519855907872,1.3940891610370296,65,
KEGG_ERBB_SIGNALING_PATHWAY,0.7842105263157895,1,0.05080541390663644,0.2185568611207233,0.8284699544370699,85,
KEGG_ETHER_LIPID_METABOLISM,0.8495762711864406,1,0.05582647177874898,-0.24351779302334567,-0.7616101843559707,27,
KEGG_FATTY_ACID_METABOLISM,0.06,0.16728813559322034,0.24891111443470243,0.4279374164300978,1.4083534165478848,39,
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.1675213675213675,0.35519568151147096,0.13880510939113969,0.32469694855682746,1.2082553779674938,73,
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,6.128098683028323e-5,7.467201728578956e-4,0.5384340963099162,0.4843994278283392,1.8473359362687016,92,
KEGG_FOCAL_ADHESION,1.8704992564612685e-6,3.928048438568664e-5,0.6435518361507222,0.43429608352063886,1.8347851243416542,193,
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.36178107606679033,0.6220869722611883,0.09284812141598782,0.3461582726695851,1.0742569830813764,30,
KEGG_GALACTOSE_METABOLISM,0.0825515947467167,0.20838471615091914,0.21392785549235627,0.47873514084993785,1.4065618136956273,24,
KEGG_GAP_JUNCTION,0.8306264501160093,1,0.06116926267466889,-0.20854689370704882,-0.8264353337038092,86,
KEGG_GLIOMA,0.9683098591549296,1,0.041320950607482164,0.19401620871572356,0.7018493199709397,64,
KEGG_GLUTATHIONE_METABOLISM,0.9683972911963883,1,0.05269730857084192,-0.18902525815047877,-0.6722509521962495,44,
KEGG_GLYCEROLIPID_METABOLISM,0.9290465631929047,1,0.053787280776029955,-0.2100741168760374,-0.7172845396000432,37,
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.48291571753986334,0.7571688851657586,0.08809450103985174,-0.25763603761397935,-0.9799140306277415,67,
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.7933579335793358,1,0.05258989506236159,0.2538999329506326,0.7800740645525192,29,
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.06434782608695652,0.17424226158525674,0.2343926472946861,0.3930345532356395,1.380650532801692,53,
